NU_INSCRICAO;NU_ANO;CO_MUNICIPIO_RESIDENCIA;NO_MUNICIPIO_RESIDENCIA;CO_UF_RESIDENCIA;SG_UF_RESIDENCIA;NU_IDADE;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;CO_MUNICIPIO_NASCIMENTO;NO_MUNICIPIO_NASCIMENTO;CO_UF_NASCIMENTO;SG_UF_NASCIMENTO;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;IN_BAIXA_VISAO;IN_CEGUEIRA;IN_SURDEZ;IN_DEFICIENCIA_AUDITIVA;IN_SURDO_CEGUEIRA;IN_DEFICIENCIA_FISICA;IN_DEFICIENCIA_MENTAL;IN_DEFICIT_ATENCAO;IN_DISLEXIA;IN_DISCALCULIA;IN_AUTISMO;IN_VISAO_MONOCULAR;IN_OUTRA_DEF;IN_SABATISTA;IN_GESTANTE;IN_LACTANTE;IN_IDOSO;IN_ESTUDA_CLASSE_HOSPITALAR;IN_SEM_RECURSO;IN_BRAILLE;IN_AMPLIADA_24;IN_AMPLIADA_18;IN_LEDOR;IN_ACESSO;IN_TRANSCRICAO;IN_LIBRAS;IN_LEITURA_LABIAL;IN_MESA_CADEIRA_RODAS;IN_MESA_CADEIRA_SEPARADA;IN_APOIO_PERNA;IN_GUIA_INTERPRETE;IN_MACA;IN_COMPUTADOR;IN_CADEIRA_ESPECIAL;IN_CADEIRA_CANHOTO;IN_CADEIRA_ACOLCHOADA;IN_PROVA_DEITADO;IN_MOBILIARIO_OBESO;IN_LAMINA_OVERLAY;IN_PROTETOR_AURICULAR;IN_MEDIDOR_GLICOSE;IN_MAQUINA_BRAILE;IN_SOROBAN;IN_MARCA_PASSO;IN_SONDA;IN_MEDICAMENTOS;IN_SALA_INDIVIDUAL;IN_SALA_ESPECIAL;IN_SALA_ACOMPANHANTE;IN_MOBILIARIO_ESPECIFICO;IN_MATERIAL_ESPECIFICO;IN_NOME_SOCIAL;IN_CERTIFICADO;NO_ENTIDADE_CERTIFICACAO;CO_UF_ENTIDADE_CERTIFICACAO;SG_UF_ENTIDADE_CERTIFICACAO;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025;Q026;Q027;Q028;Q029;Q030;Q031;Q032;Q033;Q034;Q035;Q036;Q037;Q038;Q039;Q040;Q041;Q042;Q043;Q044;Q045;Q046;Q047;Q048;Q049;Q050
160000414129;2016;1100205;Porto Velho;11;RO;22;M;0;4;1;1100205;Porto Velho;11;RO;1;3;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1100205;Porto Velho;11;RO;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;E;E;B;B;5;H;A;B;C;B;A;B;A;B;A;B;A;A;C;A;A;E;B;B;B;C;D;E;3;0;5;5;5;5;5;2;5;1;4;5;5;A;A;A;B;A;A;B;B;A
160000414130;2016;3149903;Perdões;31;MG;23;F;0;6;1;3138203;Lavras;31;MG;1;5;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;3138203;Lavras;31;MG;1;1;1;1;294;298;302;306;480.4;449.9;516.3;538.4;DEBBCCBEDDAAABDDCEDDABABDCBAAAEECCBCADAEADCCB;EBECDCACEDBABAEDBECEBADCCADAEBEEEADCDCBDEDEAE;ADEDC99999AEEECCECEBBCDECEBACBCAAAAACABDABEEDAAEAB;CAEDEEAEDCEACCADBCACECCDEADDBAEACADBDDDCBCBDB;0;EADBDCCBADBEBCEBCABDEBEEBECADDBEACACDDBCADCCA;EDDBDDACDCEDDACBBBCBCDCECADBEEBAAADECAECCBCAD;EDECACCBBEDEBBBDABCBBCCEBADCEBAAEAAEDCBCABDBABEADE;CEECDBDADEBCCEBABECEACBDABDBDDABDDECADCCEACBA;1;120;80;100;120;40;460;C;G;F;E;3;N;D;E;E;D;C;C;A;B;A;A;A;B;B;B;A;C;B;B;B;A;;;;;;;;5;5;0;0;0;0;0;;C;A;A;A;A;B;A;A;A
160000414131;2016;3106200;Belo Horizonte;31;MG;21;M;0;1;1;3106200;Belo Horizonte;31;MG;1;4;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;3106200;Belo Horizonte;31;MG;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;C;D;F;4;E;A;C;D;B;B;B;A;A;A;B;A;A;C;A;A;D;B;B;B;C;C;E;5;0;4;4;5;5;5;5;5;5;5;5;5;A;A;A;A;A;A;A;A;A
160000414132;2016;2211001;Teresina;22;PI;17;F;0;3;1;2211001;Teresina;22;PI;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;2211001;Teresina;22;PI;1;1;1;1;294;298;300;304;516.5;529;521.8;434.3;DEBEDCCCAACDECEAEDBDAEAEDCBDADBACEDBCABDAABEC;CBCDDDAEAAEDEABCBDEAEADEABEADCEADBDBEACACEDBD;99999CDBBEDAEBCDBEAEBDCCBDAEECDBABECACDDBBEECADEBA;ECCCCBAADBABACBDDADABECDBBADEACABADBCADEBDCDA;1;EADBDCCBADBEBCEBCABDEBEEBECADDBEACACDDBCADCCA;EDDBDDACDCEDDACBBBCBCDCECADBEEBAAADECAECCBCAD;DECEACCEBBDADEBABEAAEDCBCABDCEBADCEBAAECBBCBDABEBB;CBAACCEABDDCDBDDCEAECADBECEBACBDABDBEBCDADCEE;1;140;100;100;120;80;540;E;E;B;B;5;B;A;B;C;A;B;B;A;A;A;B;A;A;B;A;A;C;B;B;B;A;;;;;;;;5;5;2;2;2;4;5;;B;A;A;A;C;A;A;A;A
160000414133;2016;2906303;Canavieiras;29;BA;23;F;0;1;1;2906303;Canavieiras;29;BA;1;4;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;2906303;Canavieiras;29;BA;1;1;1;1;292;296;302;306;494.6;571.2;512.7;446.7;DEDBCBCADADDCDABCEDABDBCEEDEBAAEBCEBDCDABDECD;ABEADCEDDEBCDCADBCBDBACAEDDADEADEBADCEBBADDEA;DCDBD99999CEABCECACDEBCDEDACEEDACACAAEBCDCEDBBEACE;CACDDEEEAABEDBDCADDABEABCAECBECDCEDDACECECADA;0;DBDCCACADBADBCABDEBEECECDDBCADCCBEBBEDBEAEACA;EEBCBCEDDBDDACCCBCADADBAADEDDADCECAECBBBADCEC;EDECACCBBEDEBBBDABCBBCCEBADCEBAAEAAEDCBCABDBABEADE;CEECDBDADEBCCEBABECEACBDABDBDDABDDECADCCEACBA;1;120;100;80;120;40;460;E;E;F;D;2;B;A;C;E;A;A;B;B;A;A;A;A;A;B;B;A;D;A;A;A;B;A;E;5;0;5;5;5;5;5;0;5;0;5;5;;A;A;A;D;A;A;B;C;C
160000414134;2016;3550308;São Paulo;35;SP;25;M;;3;1;2304251;Cruz;23;CE;1;8;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;3550308;São Paulo;35;SP;1;1;1;1;292;296;302;306;629.4;614.3;496;695.2;BBDDBACABEDAACACEEAEEBECDBDCCBCCDCCBBDBECECCB;DEBBDCEDEADDACACECADAEEAADEAEAACDAABCBBAADBEE;99999CACEEBEBECCDECABCBECBECEBEACCECCEABBBAADDBAEB;CBEADACDDCBCCCCACBCDCCADABBCCDABBDEECDCBBECBA;1;DBDCCACADBADBCABDEBEECECDDBCADCCBEBBEDBEAEACA;EEBCBCEDDBDDACCCBCADADBAADEDDADCECAECBBBADCEC;EDECACCBBEDEBBBDABCBBCCEBADCEBAAEAAEDCBCABDBABEADE;CEECDBDADEBCCEBABECEACBDABDBDDABDDECADCCEACBA;1;140;120;120;120;80;580;A;G;A;D;5;C;A;B;C;A;A;B;A;A;A;B;A;A;A;A;A;D;B;B;A;C;F;E;5;4;5;5;5;5;5;0;5;5;5;5;5;A;A;B;A;A;A;A;A;A
160000414135;2016;2927408;Salvador;29;BA;28;M;;2;1;2927408;Salvador;29;BA;4;0;1;;0;;;;;;;;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DA BAHIA;29;BA;2927408;Salvador;29;BA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;D;E;B;B;2;B;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;C;A;A;A;C;G;C;0;2;0;0;0;1;0;0;1;1;0;1;1;B;B;B;D;D;A;C;C;D
160000414136;2016;5002704;Campo Grande;50;MS;18;F;0;1;1;2507507;João Pessoa;25;PB;1;1;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;5002704;Campo Grande;50;MS;1;1;1;1;293;297;299;303;576.1;645.2;584.4;695.2;EDEECBBBBCBDCE.BAAEDEDBDEBAADBABECDDCDEDABACB;DCECBAAADABBECADDBEADACCBCDCCBBDAAEBCADEBDEAE;BEDAA99999ADBBDCAADAEBCDAEEECEDECCBAACEAACADBCCDEB;DADCCABEDECBECAADDBCEECDBDCDABCEDBAADEDBBEBBD;0;EBEECADBCABECDDBEADCCABDEABEBCADBADDCCCEDBBCA;DCECBAAADCBBECAEDCEDDACCBDDACEDDBADBCADBCBCEE;CEDEACCBEBDBABECABDADEADCEDCBEBBCEBAAEBAAECBBCBDAB;DADCCECBDECADCBACDBCEEABDDAABDBCEADDBECEBAEBC;1;160;120;100;160;140;680;E;E;E;F;3;L;A;D;D;B;A;B;B;B;A;B;A;B;C;B;B;D;B;C;B;A;;;;;;;;1;5;0;0;0;4;5;;D;A;A;A;A;A;A;A;B
160000414137;2016;4106902;Curitiba;41;PR;18;F;0;1;1;4106902;Curitiba;41;PR;1;1;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;4106902;Curitiba;41;PR;1;1;1;1;291;295;300;304;448.4;583.9;509;544.3;DCAEECADBDCCDBADABDBDACBBEECECDCBDACCBCEADBAD;BDEBCCDCEDBADEEBACADDEEABBEC*EECDECBBEACAADBE;AECEA99999AEEEBEBEDADEACDAEECBCDADBCCDCBBCCEBCEBEE;CBBCDABCABBEDEDBECDDBAEBDADECEBBAECBEBAADDBAE;0;BCADBCEDCCBADBDCADBEBDBEADCCAEACDBEDBCACAEBEE;BCBCCADCCBEDDBEEADBDCECCBBECAEEDDADCDDACAADBA;DECEACCEBBDADEBABEAAEDCBCABDCEBADCEBAAECBBCBDABEBB;CBAACCEABDDCDBDDCEAECADBECEBACBDABDBEBCDADCEE;1;120;160;140;120;120;660;D;D;B;B;5;D;A;B;D;A;C;B;B;B;A;B;A;A;C;B;A;D;A;B;B;A;;;;;;;;5;5;3;4;4;4;5;;A;A;A;A;A;A;A;A;A
160000414138;2016;2927408;Salvador;29;BA;27;M;1;3;1;2914802;Itabuna;29;BA;1;8;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;2927408;Salvador;29;BA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;B;A;C;A;3;C;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A;B;B;B;B;C;G;D;5;5;3;5;5;5;5;0;5;1;3;5;5;A;A;A;A;A;A;A;A;A
160000414139;2016;5208707;Goiânia;52;GO;25;F;0;3;1;2105302;Imperatriz;21;MA;1;7;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;5208707;Goiânia;52;GO;1;1;1;1;292;296;299;303;418.8;452;423.3;420.5;BBABAACECBBBEBCCBBAAACBBDDBABDECDECDAAEAEEECB;AAACBEDBBCEDCBCBEDADAEBAEEDCBAEEACCDEDDABDCCE;99999DBCECCDBBEEBDAEAABCDEBEBBDEDECCADEBAAECEEEEDE;BEBCAACBAAEBBADDDDCBBCAAABEB.ACADACEBDBBDEAEC;1;DBDCCACADBADBCABDEBEECECDDBCADCCBEBBEDBEAEACA;EEBCBCEDDBDDACCCBCADADBAADEDDADCECAECBBBADCEC;CEDEACCBEBDBABECABDADEADCEDCBEBBCEBAAEBAAECBBCBDAB;DADCCECBDECADCBACDBCEEABDDAABDBCEADDBECEBAEBC;1;120;40;40;120;40;360;B;E;C;B;6;C;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;E;A;A;B;C;G;A;2;0;2;3;1;2;2;0;3;0;0;0;3;A;A;A;A;A;A;A;A;A
160000414140;2016;3530607;Mogi das Cruzes;35;SP;41;M;1;1;1;3530607;Mogi das Cruzes;35;SP;2;0;2;3;0;35498026;3530607;Mogi das Cruzes;35;SP;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;3530607;Mogi das Cruzes;35;SP;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;E;E;C;B;2;C;A;B;C;B;A;B;A;B;A;A;A;A;B;A;A;C;B;B;B;B;G;E;4;5;5;5;5;5;5;3;5;5;4;5;;A;A;A;A;B;A;B;B;A
160000414141;2016;3550308;São Paulo;35;SP;24;M;2;3;1;3550308;São Paulo;35;SP;3;0;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;SECRETARIA ESTADUAL - SP;35;SP;3515707;Ferraz de Vasconcelos;35;SP;1;1;1;1;292;296;300;304;398.6;550.2;474.6;428.3;CBCDADBDDEABDBDCCADBADDCCECEEECBDADBDECBEDABB;ACEBDBEDCDDDBCAEADCABCAAABECDAEEDBACCBBBDBBEC;99999DECDAAAEBCDBDBDADACAADCBDABCEECBAACBDDDBACECE;DEABCEDCBDBCDADBCDACACBDBCDCEBDCDCBADADACCCEB;1;DBDCCACADBADBCABDEBEECECDDBCADCCBEBBEDBEAEACA;EEBCBCEDDBDDACCCBCADADBAADEDDADCECAECBBBADCEC;DECEACCEBBDADEBABEAAEDCBCABDCEBADCEBAAECBBCBDABEBB;CBAACCEABDDCDBDDCEAECADBECEBACBDABDBEBCDADCEE;1;80;80;80;80;20;340;F;E;D;B;6;D;A;C;C;A;A;B;A;B;A;B;A;A;C;B;A;E;B;B;B;B;F;E;5;5;2;5;5;5;5;5;5;3;5;5;;A;A;A;A;C;A;B;B;C
160000414142;2016;2211001;Teresina;22;PI;22;M;0;3;1;3550308;São Paulo;35;SP;1;4;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;2101202;Bacabal;21;MA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;H;A;F;D;1;A;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;B;B;B;C;C;5;0;5;5;5;5;5;2;2;1;5;5;;A;A;A;A;A;A;A;A;A
160000417395;2016;4211900;Palhoça;42;SC;23;M;0;1;1;4200903;Angelina;42;SC;1;7;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;4211900;Palhoça;42;SC;1;1;1;1;291;295;300;304;506.1;538.6;543.1;508.5;AADDBAEDEBECCBDADADCCDBACCDCADEBBBCEAEECBADEA;EAABCDEDCEBBCCEEBDDDDEEAEEDBAEEBDACBEBBDADBBD;BCAED99999BAEEBABAACBEBAADAECDCDBDDBDCECBCACBABEBD;DEDDDCACBBCBDBDCBCBDCABEEABDBCBDEDBADEBACBACD;0;BCADBCEDCCBADBDCADBEBDBEADCCAEACDBEDBCACAEBEE;BCBCCADCCBEDDBEEADBDCECCBBECAEEDDADCDDACAADBA;DECEACCEBBDADEBABEAAEDCBCABDCEBADCEBAAECBBCBDABEBB;CBAACCEABDDCDBDDCEAECADBECEBACBDABDBEBCDADCEE;1;120;80;80;100;80;460;C;B;A;A;1;D;A;B;B;A;B;B;A;A;A;A;A;A;B;A;A;B;A;B;B;C;E;E;5;5;5;5;5;5;5;2;5;0;5;2;0;A;A;A;A;A;A;A;C;A
160000417396;2016;3550308;São Paulo;35;SP;35;F;0;2;1;3550308;São Paulo;35;SP;1;10;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;3550308;São Paulo;35;SP;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;A;A;C;B;2;D;A;B;B;A;A;B;A;A;A;B;A;A;B;A;A;B;A;A;A;C;J;B;5;5;5;5;5;5;5;5;5;5;2;5;5;A;A;B;B;A;A;A;C;A
160000417397;2016;2910800;Feira de Santana;29;BA;21;F;0;3;1;2910800;Feira de Santana;29;BA;1;4;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;2910800;Feira de Santana;29;BA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;D;D;B;F;4;D;A;C;D;A;A;B;A;A;A;B;A;A;B;B;A;C;B;A;B;C;F;C;4;2;5;5;4;5;5;4;4;5;3;4;5;D;D;A;A;A;B;D;A;A
160000417398;2016;4118501;Pato Branco;41;PR;23;M;0;1;1;4205308;Faxinal dos Guedes;42;SC;1;6;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;4118501;Pato Branco;41;PR;1;1;0;0;293;297;;;471.5;517.6;;;EBABCDDBADDBCAADACDBCEADBADACEBBEBDABAEEBDABD;DACEBBABECBADBABEBDCDADAADABAEBEDDAACBDAEACAE;;;0;EBEECADBCABECDDBEADCCABDEABEBCADBADDCCCEDBBCA;DCECBAAADCBBECAEDCEDDACCBDDACEDDBADBCADBCBCEE;;;;;;;;;;H;H;B;B;3;C;A;B;C;A;A;B;B;B;B;A;A;B;D;B;B;D;A;B;B;B;D;B;5;2;5;5;5;5;5;0;1;1;1;5;;A;A;A;A;A;A;A;B;A
160000417399;2016;2304400;Fortaleza;23;CE;18;F;1;3;2;;;;;3;0;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;2304400;Fortaleza;23;CE;1;1;1;1;293;297;300;304;523.8;498.7;557.4;433;BEEABCDABEBDCDACBADCEAADDEADBEDDAEBAACDACEBCB;ABCBBDACBACBAEBCEDECDBBACDADBDBACAEDEADABACEA;99999EBDEEEABDBABCAAAEACDDBDABCADBEAABEADACABDEEEB;DEDBBCBAABCADEAACADEABDDEAABCEACEDDDBDAABCBAD;1;EBEECADBCABECDDBEADCCABDEABEBCADBADDCCCEDBBCA;DCECBAAADCBBECAEDCEDDACCBDDACEDDBADBCADBCBCEE;DECEACCEBBDADEBABEAAEDCBCABDCEBADCEBAAECBBCBDABEBB;CBAACCEABDDCDBDDCEAECADBECEBACBDABDBEBCDADCEE;1;120;100;120;80;40;460;D;D;C;C;4;B;A;D;D;A;A;B;B;B;A;A;A;A;B;B;A;B;B;A;B;B;B;A;5;5;5;5;5;5;5;4;5;5;5;5;;B;A;A;A;C;A;A;A;A
160000417400;2016;3550308;São Paulo;35;SP;22;M;0;1;1;3550308;São Paulo;35;SP;1;2;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;3550308;São Paulo;35;SP;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;F;C;E;5;D;A;D;C;B;B;B;A;B;A;B;A;B;B;A;B;C;B;B;B;B;C;D;5;0;5;5;5;5;5;5;5;0;4;5;;D;A;A;A;A;A;B;B;D
160000417401;2016;3304524;Rio das Ostras;33;RJ;21;F;0;1;1;3304904;São Gonçalo;33;RJ;1;4;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;3304524;Rio das Ostras;33;RJ;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;C;F;B;3;B;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;C;A;B;A;C;A;D;5;5;5;5;5;5;5;0;5;5;5;5;5;A;A;A;A;A;A;A;A;A
160000417402;2016;5300108;Brasília;53;DF;21;M;0;3;1;5205406;Ceres;52;GO;1;3;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;5300108;Brasília;53;DF;1;1;1;1;293;297;299;303;588.7;623.7;610.7;710.9;EDEECBBDDADDADDDADAEEADBDCBEECACAADDABCCAEDDC;ABEABAAADCDBECAEACEADACCEDBACB*EAACBEAEEABADE;CEBEA99999ABDBCAEBDABEADACDABAEBBEAAADBEACCBBCCBBB;DAECCACBDEABDDECEDBCBEAEDDCDBDBCEBCDBCABBDECC;0;EBEECADBCABECDDBEADCCABDEABEBCADBADDCCCEDBBCA;DCECBAAADCBBECAEDCEDDACCBDDACEDDBADBCADBCBCEE;CEDEACCBEBDBABECABDADEADCEDCBEBBCEBAAEBAAECBBCBDAB;DADCCECBDECADCBACDBCEEABDDAABDBCEADDBECEBAEBC;1;120;80;80;120;40;440;H;H;F;D;2;C;A;B;C;A;A;B;B;B;A;B;A;B;B;B;B;C;B;B;B;B;D;E;4;0;4;4;0;5;3;4;5;4;5;3;;B;A;A;A;A;A;A;A;A
160000417403;2016;3304904;São Gonçalo;33;RJ;18;F;0;1;1;3304904;São Gonçalo;33;RJ;2;0;3;1;0;33089825;3304904;São Gonçalo;33;RJ;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;3304904;São Gonçalo;33;RJ;1;1;1;1;291;295;300;304;620.9;705.9;688.9;828.3;DDCEBDCDBDBACAEBDBBEDDBAECBEAAACADDDABACDEBEE;ECBCCADCCBBACCEEAEBDDECCEBECEEEDDADCDDABADDBA;DECEA99999BAAEBABCAAEDABCABDCAAAECEBAAECEDCBDAEEAE;CAAACCEABDACDBDDAEBECBACBCBBACDDABDBEBCDADCAE;0;BCADBCEDCCBADBDCADBEBDBEADCCAEACDBEDBCACAEBEE;BCBCCADCCBEDDBEEADBDCECCBBECAEEDDADCDDACAADBA;DECEACCEBBDADEBABEAAEDCBCABDCEBADCEBAAECBBCBDABEBB;CBAACCEABDDCDBDDCEAECADBECEBACBDABDBEBCDADCEE;1;160;200;160;200;200;920;G;G;E;D;3;P;A;C;E;C;A;B;B;B;B;B;A;A;C;B;B;E;B;E;B;A;;;;;;;;5;5;0;0;0;5;5;;C;A;A;A;B;D;A;A;A
